id,orthography,reading,masteryKey,bccwjRank,bccwjOrigin,edictCommon,inKyoikuBasicVocab,inRokusyuTaisyo,rawPos,verbClass,endingGroup,teFormPattern,transitivity,englishPrimary,englishGlosses,alternateSpellings,sameSpellingOtherReadings,allowedInflections,inflectionNotes,dictionary_jp,dictionary_reading,polite_jp,polite_reading,politePast_jp,politePast_reading,politeNegative_jp,politeNegative_reading,negative_jp,negative_reading,past_jp,past_reading,te_jp,te_reading,potential_jp,potential_reading,passive_jp,passive_reading,causative_jp,causative_reading,causativePassive_jp,causativePassive_reading,volitional_jp,volitional_reading,ba_jp,ba_reading,tara_jp,tara_reading,imperative_jp,imperative_reading,prohibitive_jp,prohibitive_reading
verb-0837,近付ける,ちかづける,近付ける,7190,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,bring near,bring near | put close | let come near | associate with,近づける,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,近付ける,ちかづける,近付けます,ちかづけます,近付けました,ちかづけました,近付けません,ちかづけません,近付けない,ちかづけない,近付けた,ちかづけた,近付けて,ちかづけて,近付けられる,ちかづけられる,近付けられる,ちかづけられる,近付けさせる,ちかづけさせる,近付けさせられる,ちかづけさせられる,近付けよう,ちかづけよう,近付ければ,ちかづければ,近付けたら,ちかづけたら,近付けろ,ちかづけろ,近付けるな,ちかづけるな
verb-0838,見抜く,みぬく,見抜く,7195,和,False,True,False,v5k,godan,ku,godan-いて,transitive,see through,see through,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,見抜く,みぬく,見抜きます,みぬきます,見抜きました,みぬきました,見抜きません,みぬきません,見抜かない,みぬかない,見抜いた,みぬいた,見抜いて,みぬいて,見抜ける,みぬける,見抜かれる,みぬかれる,見抜かせる,みぬかせる,見抜かせられる,みぬかせられる,見抜こう,みぬこう,見抜けば,みぬけば,見抜いたら,みぬいたら,見抜け,みぬけ,見抜くな,みぬくな
verb-0839,滲む,にじむ,滲む,7203,和,True,True,True,v5m,godan,mu,godan-んで,unspecified,run,run | blur | spread | blot | ooze,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,滲む,にじむ,滲みます,にじみます,滲みました,にじみました,滲みません,にじみません,滲まない,にじまない,滲んだ,にじんだ,滲んで,にじんで,滲める,にじめる,滲まれる,にじまれる,滲ませる,にじませる,滲ませられる,にじませられる,滲もう,にじもう,滲めば,にじめば,滲んだら,にじんだら,滲め,にじめ,滲むな,にじむな
verb-0840,申し出る,もうしでる,申し出る,7239,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,report to,report to | tell | suggest | submit | request | make an offer | come forward with information,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,申し出る,もうしでる,申し出ます,もうしでます,申し出ました,もうしでました,申し出ません,もうしでません,申し出ない,もうしでない,申し出た,もうしでた,申し出て,もうしでて,申し出られる,もうしでられる,申し出られる,もうしでられる,申し出させる,もうしでさせる,申し出させられる,もうしでさせられる,申し出よう,もうしでよう,申し出れば,もうしでれば,申し出たら,もうしでたら,申し出ろ,もうしでろ,申し出るな,もうしでるな
verb-0841,混む,こむ,混む,7251,和,True,True,True,v5m,godan,mu,godan-んで,intransitive,be crowded,be crowded | be packed | be complex | go into | put into | remain (seated) | be plunged into (silence) | do thoroughly | do intently | continue in the same state,込む | 籠む | 篭む,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,混む,こむ,混みます,こみます,混みました,こみました,混みません,こみません,混まない,こまない,混んだ,こんだ,混んで,こんで,混める,こめる,混まれる,こまれる,混ませる,こませる,混ませられる,こませられる,混もう,こもう,混めば,こめば,混んだら,こんだら,混め,こめ,混むな,こむな
verb-0842,先立つ,さきだつ,先立つ,7310,和,False,True,False,v5t,godan,tsu,godan-って,intransitive,lead,lead | precede | die before someone | go before | take precedence,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,先立つ,さきだつ,先立ちます,さきだちます,先立ちました,さきだちました,先立ちません,さきだちません,先立たない,さきだたない,先立った,さきだった,先立って,さきだって,先立てる,さきだてる,先立たれる,さきだたれる,先立たせる,さきだたせる,先立たせられる,さきだたせられる,先立とう,さきだとう,先立てば,さきだてば,先立ったら,さきだったら,先立て,さきだて,先立つな,さきだつな
verb-0843,脅かす,おびやかす,脅かす,7320,和,True,True,True,v5s,godan,su,godan-して,transitive,intimidate,intimidate | scare | jeopardize | endanger | imperil,脅やかす | 劫かす,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,脅かす,おびやかす,脅かします,おびやかします,脅かしました,おびやかしました,脅かしません,おびやかしません,脅かさない,おびやかさない,脅かした,おびやかした,脅かして,おびやかして,脅かせる,おびやかせる,脅かされる,おびやかされる,脅かさせる,おびやかさせる,脅かさせられる,おびやかさせられる,脅かそう,おびやかそう,脅かせば,おびやかせば,脅かしたら,おびやかしたら,脅かせ,おびやかせ,脅かすな,おびやかすな
verb-0844,横切る,よこぎる,横切る,7366,和,True,True,True,v5r,godan,ru,godan-って,transitive,cross (e.g. road),cross (e.g. road) | traverse,横ぎる,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,横切る,よこぎる,横切ります,よこぎります,横切りました,よこぎりました,横切りません,よこぎりません,横切らない,よこぎらない,横切った,よこぎった,横切って,よこぎって,横切れる,よこぎれる,横切られる,よこぎられる,横切らせる,よこぎらせる,横切らせられる,よこぎらせられる,横切ろう,よこぎろう,横切れば,よこぎれば,横切ったら,よこぎったら,横切れ,よこぎれ,横切るな,よこぎるな
verb-0845,費やす,ついやす,費やす,7372,和,True,True,True,v5s,godan,su,godan-して,transitive,spend,spend | devote | waste,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,費やす,ついやす,費やします,ついやします,費やしました,ついやしました,費やしません,ついやしません,費やさない,ついやさない,費やした,ついやした,費やして,ついやして,費やせる,ついやせる,費やされる,ついやされる,費やさせる,ついやさせる,費やさせられる,ついやさせられる,費やそう,ついやそう,費やせば,ついやせば,費やしたら,ついやしたら,費やせ,ついやせ,費やすな,ついやすな
verb-0846,顰める,しかめる,顰める,7376,和,False,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,pull a wry face,pull a wry face | screw one's face up | pucker one's face | scowl | grimace | frown,蹙める,"[{""reading"": ""ひそめる"", ""rank_bccwj"": 34714, ""english_primary"": ""knit (one's eyebrows)""}]",ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,顰める,しかめる,顰めます,しかめます,顰めました,しかめました,顰めません,しかめません,顰めない,しかめない,顰めた,しかめた,顰めて,しかめて,顰められる,しかめられる,顰められる,しかめられる,顰めさせる,しかめさせる,顰めさせられる,しかめさせられる,顰めよう,しかめよう,顰めれば,しかめれば,顰めたら,しかめたら,顰めろ,しかめろ,顰めるな,しかめるな
verb-0847,揉む,もむ,揉む,7391,和,True,True,True,v5m,godan,mu,godan-んで,transitive,rub,rub | crumple (up) | wrinkle | massage | be troubled about | worry over | train | coach,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,揉む,もむ,揉みます,もみます,揉みました,もみました,揉みません,もみません,揉まない,もまない,揉んだ,もんだ,揉んで,もんで,揉める,もめる,揉まれる,もまれる,揉ませる,もませる,揉ませられる,もませられる,揉もう,ももう,揉めば,もめば,揉んだら,もんだら,揉め,もめ,揉むな,もむな
verb-0848,祝う,いわう,祝う,7392,和,True,True,True,v5u,godan,u,godan-って,transitive,congratulate,congratulate | celebrate | observe (a festival),斎う,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,祝う,いわう,祝います,いわいます,祝いました,いわいました,祝いません,いわいません,祝わない,いわわない,祝った,いわった,祝って,いわって,祝える,いわえる,祝われる,いわわれる,祝わせる,いわわせる,祝わせられる,いわわせられる,祝おう,いわおう,祝えば,いわえば,祝ったら,いわったら,祝え,いわえ,祝うな,いわうな
